Sl No,Tree No.,Name of Tree,Y,X,Remarks,lon,lat
124,LHS - 1,Rain Tree,778471.79,1426562.27,,77.56521894742218,12.894181725738083
125,LHS - 2,Holedasavala,778434.19,1426528.48,,77.56486960170074,12.893879872922131
126,LHS - 3,Rain Tree,778415.48,1426511.4,,77.56469574087578,12.893727266920665
127,LHS - 4,Avenue tree,778389.42,1426485.81,,77.56445341558117,12.893498447635928
128,LHS - 5,Tamarind tree,778381.72,1426478.79,,77.5643818651213,12.893435726268773
129,LHS - 6,Holedasavala,778294.97,1426398.02,,77.56357560870143,12.892713904861372
130,LHS - 7,Rain Tree,778283.62,1426390.81,,77.56347043071253,12.892649796120706
131,LHS - 8,Cotton Tree,778064.45,1426189.72,,77.56143375443651,12.890852976737825
132,LHS - 9,Holedasavala,778011.95,1426145.99,,77.56094630089282,12.890462664958466
133,LHS - 10,Holedasavala,778004.36,1426138.88,,77.56087575677545,12.8903991193432
134,LHS - 11,Tabubia,777990.15,1426127.83,,77.5607438918885,12.890300577486842
135,LHS - 12,Rudrakshi,777985.11,1426119.15,,77.560696684769,12.890222619064728
136,LHS - 13,Spethodia,777971.29,1426107.69,,77.56056837360958,12.890120338118928
137,LHS - 14,Rain Tree,777966.12,1426104.9,,77.56052051052338,12.8900955999411
138,LHS - 15,Torematti,777953.85,1426095.38,,77.56040665051079,12.890010704623895
139,LHS - 16,Avenue tree,777942.14,1426086.11,,77.5602979701666,12.889928017213432
140,LHS - 17,Tamarind tree,777914.28,1426069.44,,77.56003989668517,12.889779935284848
141,LHS - 18,Mango,777906.28,1426064.06,,77.55996573645082,12.889732054613438
142,LHS - 19,Tabubia Rosia,777899.35,1426059.18,,77.55990147500552,12.8896885943815
143,LHS - 20,Mango,777891.14,1426053.76,,77.5598253774107,12.88964037122951
144,LHS - 21,Tabubia Rosia,777883.43,1426046.33,,77.55975369941348,12.889573945230888
145,LHS - 22,Mahagani Tree,777870.35,1426035.13,,77.55963222691759,12.889473945794226
146,LHS - 23,Spethodia,777861.36,1426029.49,,77.55954892678778,12.889423805379872
147,LHS - 24,Black plum tree,777832.61,1426019.68,,77.55928328859892,12.88933777402883
148,LHS - 25,Mango,777824.79,1426013.79,,77.55921073928208,12.889285269679382
149,LHS - 26,Mango,777808.21,1426004.59,,77.55905722180144,12.88920365256584
150,LHS - 27,Black plum tree,777778.04,1425993.68,,77.55877840724271,12.889107811401395
151,LHS - 28,Mango,777731.79,1425980.73,,77.55835133688046,12.888994988789763
152,LHS - 29,Black plum tree,777723.11,1425977.81,,77.55827114126231,12.888969391729164
153,LHS - 30,Mango,777703.88,1425971.69,,77.55809350493298,12.888915836415517
154,LHS - 31,Mango,777685.67,1425965.58,,77.55792526199488,12.888862279491446
155,LHS - 32,Black plum tree,777667.33,1425958.5,,77.55775573304393,12.888799971423223
156,LHS - 33,Black plum tree,777638.43,1425949.12,,77.5574887540217,12.888717836013518
157,LHS - 34,Mango,777617.21,1425940.73,,77.55729258530194,12.888643952594961
158,LHS - 35,Tamarind tree,777576.99,1425927.51,,77.55692101694372,12.88852814562574
159,LHS - 36,Spethodia,777567.27,1425924.39,,77.55683122662282,12.888500834892499
160,LHS - 37,Tamarind tree,777545.17,1425914.82,,77.55662684671569,12.888416370262604
161,LHS - 38,Tamarind tree,777517.78,1425907.54,,77.55637396527409,12.888353068586223
162,LHS - 39,Black plum tree,777467.5,1425891.04,,77.55590946189633,12.888208534240187
163,LHS - 40,Black plum tree,777467.42,1425850.82,,77.55590503814894,12.88784520406213
164,LHS - 41,Black plum tree,777292.63,1425828.87,,77.55429351935578,12.887662627744934
165,LHS - 42,Mango,777234.07,1425810.58,,77.55375260967025,12.887502662817564
166,LHS - 43,Tamarind tree,777214.75,1425801.35,,77.553573861231,12.887421017128384
167,LHS - 44,Avenue tree,777190.28,1425793.38,,77.55334780588305,12.887351216527795
168,LHS - 45,Mango,777185.96,1425795.56,,77.55330822595315,12.887371298252202
169,LHS - 46,Tamarind tree,777141.05,1425779.27,,77.55289319262688,12.887228172517865
170,LHS - 47,Rain Tree,776812.49,1425674.87,,77.54985818543913,12.886314539864033
171,LHS - 48,peltoform,776788.18,1425666.93,,77.54963360760927,12.886244992327075
172,LHS - 49,Tamarind tree,776773.49,1425663.74,,77.5494980472108,12.88621749222337
173,LHS - 50,Avenue tree,776650.38,1425628.99,,77.54836124717333,12.885914607841192
174,LHS - 51,Spethodia,776618.34,1425619.69,,77.54806536611372,12.885833465863554
175,LHS - 52,Spethodia,776495.13,1425588.58,,77.5469279800469,12.885563466639205
176,LHS - 53,Spethodia,776471.58,1425578.27,,77.54671018505053,12.885472438069673
177,LHS - 54,Tamarind tree,776433.31,1425555.04,,77.54635566559533,12.885266011040649
178,LHS - 55,Tamarind tree,776428.25,1425548.77,,77.54630849956631,12.885209822275183
179,LHS - 56,Parkia,776427.6,1425552.39,,77.54630284476906,12.8852425829246
180,LHS - 57,Tamarind tree,776418.33,1425541.83,,77.54621652051843,12.885148016178835
181,LHS - 58,Tamarind tree,776389.5,1425486.35,,77.54594598305538,12.884649402101166
182,LHS - 59,Tamarind tree,776380.75,1425466.11,,77.54586356375778,12.884467341201887
183,LHS - 60,Tamarind tree,776375.4,1425450.79,,77.54581290150999,12.88432942217309
184,LHS - 61,Spethodia,776362.58,1425415.56,,77.54569163694184,12.884012308646094
185,LHS - 62,Tamarind tree,776359.51,1425406.61,,77.54566255095312,12.883931730836709
186,LHS - 63,Tamarind tree,776356.77,1425399.64,,77.5456366844033,12.883869010441796
187,LHS - 64,Rain Tree,776348.08,1425377.55,,77.54555464931535,12.883670231397131
188,LHS - 65,Rain Tree,776345.58,1425371.44,,77.54553107127738,12.883615258580159
189,LHS - 66,Spethodia,776346.33,1425355.21,,77.54553649610449,12.883468572443151
190,LHS - 67,Rain Tree,776341.4,1425356.96,,77.54549125965741,12.883484823066283
191,LHS - 68,peltoform,776340.86,1425355.55,,77.54548615857254,12.883472133723119
192,LHS - 69,Spethodia,776338.35,1425344.7,,77.54546205589922,12.883374341454406
193,LHS - 70,Spethodia,776334.18,1425341.35,,77.54542335220866,12.883344451502886
194,LHS - 71,Avenue tree,776328.29,1425326.33,,77.54536774551445,12.883209290786288
195,LHS - 72,Spethodia,776331.55,1425323.89,,77.54539754136813,12.88318695637287
196,LHS - 73,jakrhanda,776330.53,1425320.67,,77.54538785520968,12.883157958775609
197,LHS - 74,Avenue tree,776329.05,1425316.64,,77.54537385939162,12.883121684962786
198,LHS - 75,Rain Tree,776327.61,1425313.96,,77.54536035510317,12.883097603233107
199,LHS - 76,jakrhanda,776326.75,1425311.13,,77.54535217784625,12.883072114500337
200,LHS - 77,Mahagani Tree,776324.65,1425305.12,,77.54533229230869,12.883018009214913
201,LHS - 78,Spethodia,776322.56,1425298.63,,77.54531245505997,12.882959566793893
202,LHS - 79,Spethodia,776320.6,1425293.84,,77.54529397001305,12.882916470237134
203,LHS - 80,Avenue tree,776319.09,1425288.05,,77.54527953737632,12.882864299563284
204,LHS - 81,Spethodia,776316.63,1425283.08,,77.54525643185676,12.882819621675534
205,LHS - 82,Spethodia,776314.95,1425277.87,,77.5452404867822,12.882772705836079
206,LHS - 83,Spethodia,776305.18,1425265.22,,77.5451493691213,12.882659302549781
207,LHS - 84,Spethodia,776301.97,1425258.86,,77.54511923072697,12.882602134759967
208,LHS - 85,Black plum tree,776300.34,1425251.56,,77.5451035554005,12.882536333725884
209,LHS - 86,Mahagani Tree,776294.51,1425239.79,,77.54504879815299,12.882430527442667
210,LHS - 87,Avenue tree,776283.48,1425210.45,,77.54494455574506,12.882166462206829
211,LHS - 88,Black plum tree,776280.01,1425197.99,,77.54491146683152,12.882054211277918
212,LHS - 89,Spethodia,776272.59,1425176.47,,77.54484117942134,12.881860467376558
213,LHS - 90,Avenue tree,776265.59,1425163.97,,77.54477558241464,12.881748171005373
214,LHS - 91,Mango,776243.61,1425106.05,,77.54456790520771,12.88122689854542
215,LHS - 92,Mango,776241.52,1425097.77,,77.54454790507127,12.881152285437325
216,LHS - 93,Mango,776232.71,1425070.19,,77.5444642663637,12.880903920674879
217,LHS - 94,Mango,776226.03,1425056.29,,77.54440148872658,12.880778948120586
218,LHS - 95,Spethodia,776223.6,1425039.77,,77.54437760642386,12.880629926602479
219,LHS - 96,Mango,776214.97,1425031.66,,77.54429740128784,12.880557434393522
220,LHS - 97,Black plum tree,776147.19,1424871.87,,77.54365871081896,12.879119980949637
221,LHS - 98,Mango,776135.76,1424847.19,,77.54355121342977,12.878898048051871
222,LHS - 99,Mango,776118.14,1424810.92,,77.54338566233076,12.87857196641219
223,LHS - 100,Spethodia,775900.99,1424641.66,,77.54137073135342,12.877062307886339
224,LHS - 101,Mango,775765.47,1424565.81,,77.54011596613664,12.87638919474187
225,LHS - 102,Mango,775698.81,1424518.61,,77.53949787045133,12.87596874805631
226,LHS - 103,Black plum tree,775656.04,1424473.32,,77.53909992728764,12.875563421890908
227,LHS - 104,Avenue tree,775645.96,1424465.18,,77.53900637106719,12.875490785859173
228,LHS - 105,Tabubia Rosia,775593.2,1424398.8,,77.53851452440037,12.874895825591556
229,LHS - 106,ballari Jaali,775568.05,1424361.49,,77.53827955297461,12.874561015597903
230,LHS - 107,Black plum tree,775421.66,1424172.67,,77.53691445016128,12.872868294098662
231,LHS - 108,basavanapaada,775317.67,1424040.93,,77.53594496081345,12.87168743857257
232,LHS - 109,Mango,775309.91,1424028.17,,77.53587234934044,12.871572857574183
233,LHS - 110,Tamarind tree,775211.07,1423898.34,,77.53495046359507,12.870408792256281
234,LHS - 111,Tamarind tree,775131.95,1423788.06,,77.53421193714428,12.869419579132973
235,LHS - 112,Tamarind tree,775123.12,1423776.18,,77.53412955483377,12.869313042488717
236,LHS - 113,Tamarind tree,775092.54,1423734.41,,77.53384419258614,12.86893841854215
237,LHS - 114,bilvara,775083.66,1423715.89,,77.53376074771376,12.868771900955227
238,LHS - 115,Mango,775040.5,1423658.7,,77.5333581551288,12.86825909307656
239,LHS - 116,Mango,774997.48,1423596.22,,77.5329563735222,12.867698482335994
240,LHS - 117,Mango,774990.08,1423587.19,,77.53288741781238,12.867617564515028
241,LHS - 118,Rain Tree,774986.6,1423583.46,,77.53285503685693,12.867584177648899
242,LHS - 119,peltoform,774991.29,1423588.59,,77.53289868605867,12.86763010433466
243,LHS - 120,Mango,774955.43,1423543.4,,77.53256440125016,12.867225052061816
244,LHS - 121,Kattikayi,774939.17,1423527.75,,77.53241326578332,12.867085117747218
245,LHS - 122,Banyan tree,774939.17,1423527.75,,77.53241326578332,12.867085117747218
246,LHS - 123,Banyan tree,774523.08,1423076.54,,77.5285412056105,12.863045896471673
247,,,774518.41,1423063.58,,77.52849703348973,12.86292923107388
248,,,774514.29,1423052.81,,77.52845812375956,12.862832301191572
249,,,774503.65,1423030.41,,77.52835812855406,12.862630885293934
250,,,774492.47,1423008.22,,77.5282531804847,12.862431414404018
251,,,774475.67,1422975.66,,77.5280955481128,12.862138760213519
252,R1,Banyan tree,778277.03,1426412.45,,77.56341173804552,12.892845879852862
253,R2,Atti tree,777982.78,1426144.3,,77.56067753977077,12.890450026931546
254,R3,Banyan tree,777962.98,1426128.7,,77.56049378263316,12.890310885301934
255,R4,Banyan tree,777832.05,1426040.83,,77.55928007363174,12.889528887723577
256,R5,Banyan tree,777643.03,1425969.03,,77.55753293846429,12.888897283724324
257,R6,Rain Tree,777615.24,1425957.53,,77.55727598606362,12.8887958966797
258,R7,silver ook,777603.16,1425953.16,,77.55716434948756,12.888757506285828
259,R8,Tabubia Rosia,777528.58,1425928.46,,77.55647533262527,12.888541082991459
260,R9,Rain Tree,777515.73,1425921.74,,77.55635639039366,12.888481532174971
261,R10,Mango,777425.03,1425891.35,,77.55551841608592,12.888215154043952
262,R11,Black plum tree,777403.16,1425884.35,,77.55531639011451,12.888153884323748
263,R12,sky jasmine Tree,777395.48,1425884.78,,77.55524571018343,12.888158459382693
264,R13,jack fruit tree,777348.85,1425865.73,,77.55481458387612,12.88799055863852
265,R14,Mahagani Tree,777276.67,1425844.44,,77.55414798222301,12.887804717799144
266,R15,Banyan tree,777238.65,1425832.74,,77.55379681311202,12.887702439480389
267,R16,Banyan tree,777235.94,1425831.58,,77.55377175252771,12.887692203831962
268,R17,Black plum tree,777230.8,1425829.45,,77.55372422707406,12.887673423782108
269,R18,Black plum tree,777226.64,1425827.9,,77.55368577882464,12.887659795247838
270,R19,Mango,777212.3,1425823.64,,77.55355334248702,12.887622599897055
271,R20,Black plum tree,777180.48,1425809.48,,77.5532590395407,12.887497540619092
272,R21,Tamarind tree,777109.37,1425788.59,,77.55260232907445,12.887315212753725
273,R22,Mango,776937.2,1425734.99,,77.55101204212038,12.886846460553103
274,R23,Mango,776921.3,1425730.71,,77.5508652396975,12.886809223026424
275,R24,Mango,776888.86,1425720.34,,77.55056557610601,12.886718453979016
276,R25,Tamarind tree,776856.7,1425711.48,,77.55026862907978,12.886641300445444
277,R26,Tamarind tree,776841.73,1425708.33,,77.55013049380823,12.886614187198825
278,R27,Mango,776813.45,1425695.99,,77.54986895664106,12.886505247439347
279,R28,Mango,776799.88,1425692.71,,77.54974370107851,12.886476833974461
280,R29,Mango,776781.74,1425687.44,,77.5495761819852,12.88643085313657
281,R30,Tamarind tree,776744.04,1425675.16,,77.54922790917269,12.886323299656302
282,R31,Mango,776721.84,1425669.68,,77.54902298563131,12.8862757854638
283,R32,Tamarind tree,776640.72,1425648.98,,77.54827412258514,12.886096059647421
284,R33,Mango,776619.6,1425642.28,,77.5480790326714,12.886037426576916
285,R34,Tamarind tree,776608.61,1425639.35,,77.54797756658077,12.886011942725814
286,R35,Rain Tree,776582.07,1425632.13,,77.54773252069306,12.885949097650736
287,R36,Mango,776565.27,1425629.05,,77.54757754117907,12.88592277932794
288,R37,Black plum tree,776378,1425497.26,,77.54584108485368,12.88474899104845
289,R38,Atti tree,776375,1425491.34,,77.5458129198612,12.884695779497333
290,R39,Atti tree,776370.1,1425478.52,,77.54576662946252,12.884580404721238
291,R40,Mango,776352.05,1425424.33,,77.54559547543316,12.884092478220932
292,R41,Torematti,776342.61,1425406.8,,77.54550695033801,12.883934960572677
293,R42,Tamarind tree,776339.14,1425399.2,,77.54547430436628,12.883866614210012
294,R43,Tamarind tree,776330.48,1425374.02,,77.54539226363651,12.883639917881721
295,R44,Spethodia,776319.87,1425346.26,,77.54529203175687,12.883390088809335
296,R45,peltoform,776313.06,1425325.18,,77.54522740061775,12.883200265425003
297,R46,Black plum tree,776308.83,1425314.29,,77.54518745644357,12.883102265737831
298,R47,cimetangadi,776290.37,1425271.81,,77.54501359815463,12.882720161254898
299,R48,Rain Tree,776284.18,1425257.55,,77.5449552987739,12.88259189294326
300,R49,Spethodia,776282.84,1425249.58,,77.54494223271274,12.88252001326641
301,R50,Spethodia,776278.66,1425237.99,,77.54490268533993,12.882415685333404
302,R51,Avenue tree,776246.95,1425160.41,,77.54460361887146,12.881717678813324
303,R52,Tamarind tree,776246.83,1425154.04,,77.54460193282065,12.88166014403676
304,R53,Rain Tree,776242.91,1425156.17,,77.54456603141682,12.881679736918949
305,R54,jakrhanda,776243.24,1425144.14,,77.54456797271301,12.881571030372008
306,R55,Rain Tree,776234.4,1425124.33,,77.54448476626366,12.881392861227882
307,R56,peltoform,776226.27,1425098.04,,77.54440750663741,12.881156089250045
308,R57,Rain Tree,776210.88,1425057.47,,77.5442620942825,12.880790963659384
309,R58,Neem Tree,776207.24,1425049.35,,77.54422783639822,12.880717934603139
310,R59,Tamarind tree,776199.53,1425033.9,,77.54415543328304,12.880579051668969
311,R60,Tamarind tree,776136.09,1424878.2,,77.54355707907773,12.87917815798287
312,R61,Rain Tree,776120.6,1424857.14,,77.54341252726299,12.878989290651804
313,R62,Rain Tree,776109.07,1424825.08,,77.54330343663955,12.87870069677295
314,R63,Rain Tree,775931.85,1424677.76,,77.54165817652854,12.877385672623715
315,R64,Banyan tree,775810.72,1424618.03,,77.54053737879559,12.876856901964798
316,R65,Rain Tree,775720.78,1424559.49,,77.53970388864786,12.876336091228277
317,R66,Rain Tree,775654.41,1424492.87,,77.53908669705525,12.875740179659845
318,R67,peltoform,775406.74,1424180.26,,77.5367777592137,12.872938191658664
319,R68,Rain Tree,775290.95,1424030.02,,77.53569793782167,12.871591259940498
320,R69,,775284.05,1424020.51,,77.53563354035788,12.871505962397105
321,R70,,775274.2,1424007.69,,77.53554167937425,12.871391025473992
322,R71,,775181.24,1423886.31,,77.53467470438895,12.870302771398404
323,R72,,775000.78,1423635.05,,77.53299028086184,12.868048975941885
324,R73,,774980.65,1423608.7,,77.53280254047446,12.867812723395264
1,A-35A,MANGO,774007.97,1432070.31,,77.52461360109164,12.944340964434272
2,A36A,Tabebuia,774005.95,1432068.07,,77.52459479208025,12.944320908647931
3,A50,GULMOHAR (kattikai),774020.88,1432021.18,,77.5247280399421,12.943895975675419
4,A51,GULMOHAR (kattikai),774015.08,1432020.92,,77.52467459534448,12.943894144310828
5,A52,GULMOHAR (kattikai),774016.9,1432027.49,,77.52469195607983,12.943953334855463
6,A53,ASHOK,774009.34,1432047.14,,77.52462411196028,12.944131526050992
7,A54,ASHOK,774006.35,1432041.03,,77.5245960167573,12.944076595490662
8,A55,CHRISTMAS,774006.71,1432048.26,,77.52459999017282,12.944141878688725
9,A56,ASHOK,774004.16,1432049.56,,77.5245766215969,12.944153850294914
10,A57,ASHOK,773999.3,1432051.94,,77.52453207495188,12.944175784626426
11,A58,ASHOK,773996.25,1432046.29,,77.52450346896862,12.944125015014393
12,A59,ASHOK,774000.88,1432043.94,,77.52454589991872,12.94410337222573
13,A60,JACKFRUT,773993.84,1432044.35,,77.5244810951685,12.94410770418656
14,A61,JACKFRUT,773989.18,1432038.11,,77.5244376066123,12.944051748172003
15,A83,JAMUN,773978.05,1431980.33,,77.52432983867395,12.943530760435742
16,A89,PAPADI (Spetodia),773563.33,1431581.59,,77.52047385217917,12.939965524603878
17,A90,SIRIS (male Mara),773558.64,1431576.77,,77.52043021787922,12.93992239850423
18,A91,SIRIS (male Mara),773554.3,1431572.08,,77.52038981903227,12.939880415646462
19,A92,PAPADI (Spetodia),773549.54,1431566.91,,77.5203455082634,12.939834133872568
20,A112,NEEM,773439.49,1431473.33,,77.51932341345174,12.938998531322774
21,A113,PAPADI (Spetodia),773438.55,1431469.66,,77.51931442272412,12.938965460304386
22,A158,PEEPAL (arali),773433.1,1431481.73,,77.51926532133483,12.939074985342412
23,A159,PAPADI (Spetodia),773437.32,1431477.31,,77.51930378806429,12.939034679641917
24,A160,SIRIS (male Mara),773423.04,1431466.52,,77.51917128506528,12.938938473878848
25,A223,BOTTOLE PALM,773217.81,1431428.11,,77.5172775581486,12.938609734680796
26,A165,ASHOK,773404.26,1431461.04,,77.5189978172439,12.938890638844043
27,A166,ASHOK,773401.3,1431457.96,,77.51897027515162,12.93886307759064
28,A169,ASHOK,773398.49,1431455.32,,77.51894415453525,12.938839477934543
29,A181,JACKFRUT,773387.33,1431464.53,,77.51884220234093,12.938923673824043
30,A162,PAPADI (Spetodia),773421.58,1431462.34,,77.51915745870117,12.93890084179877
31,A183,JAMUN,773380.77,1431456.17,,77.51878102398355,12.938848733474794
32,A182,PAPADI (Spetodia),773383.3,1431462.72,,77.51880492037017,12.93890768090227
33,A185,NEEM,773376.17,1431450.28,,77.5187381220262,12.938795932638266
34,A184,PAPADI (Spetodia),773380.05,1431452.46,,77.51877405598478,12.938815281490129
35,A186,MANGO,773370.55,1431457.84,,77.51868704552895,12.938864729506385
36,A190,PAPADI (Spetodia),773345.83,1431446.21,,77.51845831041959,12.93876186360522
37,A191,EUCALYPTUS,773342.6,1431444.44,,77.51842840040798,12.938746160810206
38,A192,SIRIS (male Mara),773343.93,1431437.97,,77.51844006337846,12.938687592661614
39,A193,EUCALYPTUS,773335.66,1431440.11,,77.51836408777132,12.938707661065393
40,A194,EUCALYPTUS,773333.28,1431438.82,,77.51834205011197,12.938696218953138
41,A195,NEEM,773330.2,1431438.94,,77.51831369307753,12.938697577016685
42,L21,EMELY,773059.94,1431427.3,,77.51582344324311,12.938616450726903
43,L24,EMELY,773040.38,1431424.36,,77.51564302188906,12.93859162896547
44,L26,SHISHAM,772982.74,1431414.03,,77.51511119992522,12.938503429155794
45,L27,PAPADI (Spetodia),772965.28,1431409.66,,77.51494999091143,12.938465501696164
46,L29,SIRIS (male Mara),772914.82,1431404.5,,77.5144847678753,12.93842336847108
47,L30,SIRIS (male Mara),772907.72,1431403.06,,77.51441924378148,12.938410990110691
48,L38,PEEPAL (arali),771338.24,1430316.05,,77.49986582719507,12.928729819243333
49,A429,SAGWAN,771036.75,1430019.43,,77.49706241201943,12.926076702781168
50,A431,SAGWAN,771041.98,1430024.3,,77.49711101810037,12.92612023813419
51,A433,SAGWAN,771048.82,1430030.99,,77.4971746158959,12.9261800737155
52,A435,SAGWAN,771054.34,1430036.63,,77.49722596211178,12.926230539765367
53,A437,SAGWAN,771060.25,1430042.73,,77.49728094159988,12.926285127131333
54,A439,SAGWAN,771065.85,1430048,,77.49733299141928,12.926332243472528
55,A442,PEEPAL (arali),771078.16,1430055.54,,77.49744704472273,12.926399275886292
56,A444,PEEPAL (arali),771081.89,1430055.84,,77.49748142520163,12.926401657372052
57,A445,SAGWAN,771084.09,1430065.29,,77.49750253646948,12.92648683600462
58,A447,SAGWAN,771090.92,1430071.69,,77.49756601629016,12.926544052438453
59,A448,SAGWAN,771097.7,1430076.99,,77.4976289367885,12.92659133571557
60,A452,SAGWAN,771103.8,1430084.88,,77.49768582721124,12.926662077308666
61,A454,SAGWAN,771110.84,1430093.9,,77.49775147668272,12.926742944588044
62,A457,EUCALYPTUS,771122.13,1430100.87,,77.49785608477099,12.926804917226681
63,A461,SAGWAN,771132.14,1430114.83,,77.49794953223895,12.926930151207655
64,R2,KANER (Tecoma),774042.6,1432179.76,,77.52494251885327,12.945326638011306
65,B1,Hoovarasi mara,774002.41,1432122.97,,77.5245671805581,12.94481718723295
66,B2,Honge Mara,774000.12,1432119.08,,77.52454573457379,12.944782249553882
67,B4,Hoovarasi mara,773995.02,1432119.35,,77.52449878536817,12.944785143718864
68,B8,SILVEROAK,773971.39,1432088.73,,77.52427835531628,12.944510632793996
69,B9,PEEPAL (arali),773976.46,1432079.79,,77.5243242396183,12.944429417164756
70,B10,NEEM,773972.54,1432074.48,,77.52428765139656,12.944381796674113
71,B11,Pterocarpum,773940.28,1432038.77,,77.52398727232088,12.94406207247579
72,B13,ASHOK,773941.76,1432035.63,,77.52400061834908,12.944033573916244
73,B14,ASHOK,773939.33,1432032.2,,77.52397792488074,12.944002804258467
74,B15,ASHOK,773935.96,1432027.1,,77.52394642167324,12.943957031765732
75,B17,ASHOK,773932.07,1432025.69,,77.52391046455095,12.943944640865825
76,B16,ASHOK,773934.81,1432024.12,,77.52393555859841,12.94393021320847
77,B21,ASHOK,773933.87,1432022.39,,77.52392674340037,12.94391466833929
78,B22,ASHOK,773931.67,1432023.25,,77.52390655846996,12.94392263373969
79,B23,ASHOK,773929.53,1432024.65,,77.52388697527196,12.943935472112525
80,B24,ASHOK,773928.56,1432025.07,,77.52387807926297,12.943939352877829
81,B29,JUNGLI,773924.78,1432008.65,,77.52384177045128,12.943791352782714
82,B30,SIRIS (male Mara),773922.15,1432010.02,,77.52381767137967,12.94380396383209
83,B36,ASHOK,773921.59,1432008.61,,77.52381238528508,12.943791275925967
84,B37,ASHOK,773923,1432008.04,,77.5238253202761,12.943786000831876
85,R7,SIRIS (male Mara),773783.36,1431806.6,,77.52252085803805,12.941978653487928
86,R8,SIRIS (male Mara),773711.36,1431736.81,,77.5218513653525,12.941354590329574
87,R9,JUNGLI,773664.04,1431706.57,,77.52141278099386,12.941085619344275
88,R10,JUNGLI,773654.63,1431700.42,,77.52132555232443,12.941030898763502
89,R11,PAPADI (Spetodia),773650.79,1431698.04,,77.52128996813933,12.941009740007265
90,R12,SIRIS (male Mara),773638.33,1431689.49,,77.5211744297718,12.940933609552202
91,R13,TAMARIND,773609.08,1431668.81,,77.5209031470408,12.940749392517104
92,R14,NEEM,773600.81,1431662.3,,77.52082638577096,12.940691317970872
93,B77I,GULMOHAR,772570.59,1431346.88,,77.51130906365394,12.937933382790684
94,R21,JUNGLI,773381.87,1431494.12,,77.51879459792436,12.93919147492782
95,R22,SHISHAM,773381.88,1431494.12,,77.51879469002813,12.939191474038058
96,R23,TAMARIND,773340.34,1431480.44,,77.51841085010889,12.939071585033444
97,B39,SIRIS (male Mara),773446.82,1431523.04,,77.51939543590399,12.939446957636411
98,B57,SHISHAM,773344.61,1431495.55,,77.51845154890677,12.939207708548922
99,B68,ASHOK,773312.65,1431476.19,,77.51815542933859,12.939035653857943
100,B56,NEEM,773348.51,1431492.62,,77.518487203632,12.939180892034821
101,B70,SIRIS (male Mara),773306.39,1431474.47,,77.51809761639764,12.939020672251782
102,B63,ASHOK,773339.46,1431484.15,,77.51840308147108,12.939105179374428
103,B64,ASHOK,773334.74,1431482.84,,77.51835948967567,12.939093764761132
104,B66,ASHOK,773319.11,1431477.75,,77.51821506984881,12.939049172222472
105,B77R1,ASHOK,772443.14,1431282.4,,77.5101293711595,12.937362170821443
106,B77R,GULMOHAR,772440.93,1431280.28,,77.5101088246146,12.937343214598991
107,B71,SIRIS (male Mara),773302.42,1431473.79,,77.51806098953627,12.939014882277203
108,B77A,GULMOHAR,772706.02,1431375.15,,77.5125589833261,12.938176758380138
109,B77Z,SIRIS (male Mara),772714.25,1431380.93,,77.51263530779346,12.938228244584236
110,B77Z1,SIRIS (male Mara),772718.3,1431386.81,,77.51267314191841,12.938281005156906
111,B77Z3,SIRIS (male Mara),772720.21,1431388.39,,77.51269087672932,12.938295109383281
112,B77Y,SIRIS (male Mara),772679.09,1431386.58,,77.51231198175138,12.938282407132762
113,B77Z2,SIRIS (male Mara),772718.16,1431389.11,,77.51267206058402,12.938301795822634
114,B77K,GULMOHAR,772560.71,1431344.98,,77.51121789322892,12.93791709451402
115,B77E,MAHOGANY,772619.76,1431368.81,,77.51176392180636,12.938127136985544
116,B77H,BALL,772615.14,1431378.37,,77.51172223453,12.938213912144056
117,B77B,DEVADARU,772627.4,1431396.67,,77.51183680929228,12.938378147036843
118,B77J,GULMOHAR,772588.94,1431354.81,,77.51147879140397,12.938003394850174
119,B77M,GULMOHAR,772589.81,1431362.71,,77.51148751893521,12.938074686476687
120,B77U,SIRIS (male Mara),772440.16,1431276.96,,77.51010143254214,12.93731328986547
121,B77X,JUNGLI,772437.78,1431275.45,,77.51007937537648,12.937299859473216
122,B77S,PEEPAL (arali),772433.54,1431278.3,,77.5100405810039,12.937325982375512
123,B77W,JUNGLI (Simetangadi),772425.57,1431276.11,,77.50996697640373,12.937306904402908